Sample_ID,Experimental_group,taxa,RA,cycle,animal
255.1.14,Mock,Ruminococcaceae.Family.,0,1,255
255.1.14,Mock,Rummeliibacillus,0.1,1,255
255.1.14,Mock,Solibacillus,0,1,255
255.1.14,Mock,Staphylococcus,2.31,1,255
255.1.14,Mock,Streptococcaceae.Family.,0,1,255
255.1.14,Mock,Weissella,0,1,255
255.1.16,Mock,Acinetobacter,0.23,1,255
255.1.16,Mock,Actinomyces,1.33,1,255
255.1.16,Mock,Actinomycetales.Order.,1.05,1,255
255.1.16,Mock,Aerococcaceae(Family),0.28,1,255
255.1.16,Mock,Aerococcus,0.36,1,255
255.1.16,Mock,Allobaculum,1.33,1,255
255.1.16,Mock,Anaerococcus,6.85,1,255
255.1.16,Mock,Arcanobacterium,1,1,255
255.1.16,Mock,Bacteroidales_S24-7(Family),0.05,1,255
255.1.16,Mock,Chlamydia,0,1,255
255.1.16,Mock,Clostridiaceae.otu1,1.58,1,255
255.1.16,Mock,Clostridiaceae(Family),20.28,1,255
255.1.16,Mock,Corynebacterium,27.59,1,255
255.1.16,Mock,Enterococcus,0.38,1,255
255.1.16,Mock,Erysipelotrichacea_PSB-M-3,1.63,1,255
255.1.16,Mock,Escherichia,0,1,255
255.1.16,Mock,Facklamia,2.86,1,255
255.1.16,Mock,Helcococcus,0.31,1,255
255.1.16,Mock,Other,7.6,1,255
255.1.16,Mock,Peptococcus,0.2,1,255
255.1.16,Mock,Peptoniphilus,16.81,1,255
255.1.16,Mock,Porphyromonadaceae.Family.,0.89,1,255
255.1.16,Mock,Porphyromonas,5.44,1,255
255.1.16,Mock,Proteus,0.13,1,255
255.1.16,Mock,Ruminococcaceae.Family.,0.05,1,255
255.1.16,Mock,Rummeliibacillus,0.13,1,255
255.1.16,Mock,Solibacillus,0.03,1,255
255.1.16,Mock,Staphylococcus,1.51,1,255
255.1.16,Mock,Streptococcaceae.Family.,0.03,1,255
255.1.16,Mock,Weissella,0.03,1,255
255.2.02,Mock,Acinetobacter,0.9,2,255
255.2.02,Mock,Actinomyces,0.67,2,255
255.2.02,Mock,Actinomycetales.Order.,0.24,2,255
255.2.02,Mock,Aerococcaceae(Family),0.39,2,255
255.2.02,Mock,Aerococcus,7.14,2,255
255.2.02,Mock,Allobaculum,4.75,2,255
255.2.02,Mock,Anaerococcus,16.75,2,255
255.2.02,Mock,Arcanobacterium,0.43,2,255
255.2.02,Mock,Bacteroidales_S24-7(Family),2.28,2,255
255.2.02,Mock,Chlamydia,0,2,255
255.2.02,Mock,Clostridiaceae.otu1,0.16,2,255
255.2.02,Mock,Clostridiaceae(Family),1.41,2,255
255.2.02,Mock,Corynebacterium,32.88,2,255
255.2.02,Mock,Enterococcus,0.71,2,255
255.2.02,Mock,Erysipelotrichacea_PSB-M-3,0.16,2,255
255.2.02,Mock,Escherichia,0.43,2,255
255.2.02,Mock,Facklamia,5.61,2,255
255.2.02,Mock,Helcococcus,0.43,2,255
255.2.02,Mock,Other,7.7,2,255
255.2.02,Mock,Peptococcus,0.3,2,255
255.2.02,Mock,Peptoniphilus,6.51,2,255
255.2.02,Mock,Porphyromonadaceae.Family.,0,2,255
255.2.02,Mock,Porphyromonas,1.14,2,255
255.2.02,Mock,Proteus,4.47,2,255
255.2.02,Mock,Ruminococcaceae.Family.,0.9,2,255
255.2.02,Mock,Rummeliibacillus,0.31,2,255
255.2.02,Mock,Solibacillus,0.39,2,255
255.2.02,Mock,Staphylococcus,2.67,2,255
255.2.02,Mock,Streptococcaceae.Family.,0.27,2,255
255.2.02,Mock,Weissella,0,2,255
255.2.05,Mock,Acinetobacter,2.16,2,255
255.2.05,Mock,Actinomyces,2.77,2,255
255.2.05,Mock,Actinomycetales.Order.,0.38,2,255
255.2.05,Mock,Aerococcaceae(Family),0.52,2,255
255.2.05,Mock,Aerococcus,7.81,2,255
255.2.05,Mock,Allobaculum,5.58,2,255
255.2.05,Mock,Anaerococcus,6.02,2,255
255.2.05,Mock,Arcanobacterium,3.34,2,255
255.2.05,Mock,Bacteroidales_S24-7(Family),1.67,2,255
255.2.05,Mock,Chlamydia,0,2,255
255.2.05,Mock,Clostridiaceae.otu1,0.8,2,255
255.2.05,Mock,Clostridiaceae(Family),13.43,2,255
255.2.05,Mock,Corynebacterium,17.27,2,255
255.2.05,Mock,Enterococcus,0.45,2,255
255.2.05,Mock,Erysipelotrichacea_PSB-M-3,0.61,2,255
255.2.05,Mock,Escherichia,0,2,255
255.2.05,Mock,Facklamia,3.59,2,255
255.2.05,Mock,Helcococcus,0.26,2,255
255.2.05,Mock,Other,15.8,2,255
255.2.05,Mock,Peptococcus,0.5,2,255
255.2.05,Mock,Peptoniphilus,4.24,2,255
255.2.05,Mock,Porphyromonadaceae.Family.,1.52,2,255
255.2.05,Mock,Porphyromonas,7.82,2,255
255.2.05,Mock,Proteus,0.02,2,255
255.2.05,Mock,Ruminococcaceae.Family.,0.97,2,255
255.2.05,Mock,Rummeliibacillus,0.73,2,255
255.2.05,Mock,Solibacillus,1.11,2,255
255.2.05,Mock,Staphylococcus,0.66,2,255
255.2.05,Mock,Streptococcaceae.Family.,0.02,2,255
255.2.05,Mock,Weissella,0.01,2,255
255.2.08,Mock,Acinetobacter,0.36,2,255
255.2.08,Mock,Actinomyces,4.32,2,255
255.2.08,Mock,Actinomycetales.Order.,0.68,2,255
255.2.08,Mock,Aerococcaceae(Family),1.88,2,255
255.2.08,Mock,Aerococcus,2.23,2,255
255.2.08,Mock,Allobaculum,2.9,2,255
255.2.08,Mock,Anaerococcus,8.4,2,255
255.2.08,Mock,Arcanobacterium,1.22,2,255
255.2.08,Mock,Bacteroidales_S24-7(Family),0.95,2,255
255.2.08,Mock,Chlamydia,0,2,255
255.2.08,Mock,Clostridiaceae.otu1,0.58,2,255
255.2.08,Mock,Clostridiaceae(Family),6.75,2,255
255.2.08,Mock,Corynebacterium,30.22,2,255
255.2.08,Mock,Enterococcus,3.39,2,255
255.2.08,Mock,Erysipelotrichacea_PSB-M-3,0.33,2,255
255.2.08,Mock,Escherichia,0,2,255
255.2.08,Mock,Facklamia,5.86,2,255
255.2.08,Mock,Helcococcus,0.32,2,255
255.2.08,Mock,Other,8.5,2,255
255.2.08,Mock,Peptococcus,0.5,2,255
255.2.08,Mock,Peptoniphilus,6.66,2,255
255.2.08,Mock,Porphyromonadaceae.Family.,0.28,2,255
255.2.08,Mock,Porphyromonas,4.68,2,255
255.2.08,Mock,Proteus,0.01,2,255
255.2.08,Mock,Ruminococcaceae.Family.,0.35,2,255
255.2.08,Mock,Rummeliibacillus,1.56,2,255
255.2.08,Mock,Solibacillus,0.1,2,255
255.2.08,Mock,Staphylococcus,0.54,2,255
255.2.08,Mock,Streptococcaceae.Family.,0.08,2,255
255.2.08,Mock,Weissella,6.36,2,255
255.2.11,Mock,Acinetobacter,5.03,2,255
255.2.11,Mock,Actinomyces,0.85,2,255
255.2.11,Mock,Actinomycetales.Order.,2.86,2,255
255.2.11,Mock,Aerococcaceae(Family),0.26,2,255
255.2.11,Mock,Aerococcus,14.22,2,255
255.2.11,Mock,Allobaculum,2.78,2,255
255.2.11,Mock,Anaerococcus,3.66,2,255
255.2.11,Mock,Arcanobacterium,1.02,2,255
255.2.11,Mock,Bacteroidales_S24-7(Family),0.23,2,255
255.2.11,Mock,Chlamydia,0.01,2,255
255.2.11,Mock,Clostridiaceae.otu1,1.1,2,255
255.2.11,Mock,Clostridiaceae(Family),7.39,2,255
255.2.11,Mock,Corynebacterium,19.93,2,255
255.2.11,Mock,Enterococcus,0.56,2,255
255.2.11,Mock,Erysipelotrichacea_PSB-M-3,0.28,2,255
255.2.11,Mock,Escherichia,0.01,2,255
255.2.11,Mock,Facklamia,4.11,2,255
255.2.11,Mock,Helcococcus,0.26,2,255
255.2.11,Mock,Other,18.3,2,255
255.2.11,Mock,Peptococcus,0.1,2,255
255.2.11,Mock,Peptoniphilus,4.03,2,255
255.2.11,Mock,Porphyromonadaceae.Family.,1.32,2,255
255.2.11,Mock,Porphyromonas,7.9,2,255
255.2.11,Mock,Proteus,0.07,2,255
255.2.11,Mock,Ruminococcaceae.Family.,0.14,2,255
255.2.11,Mock,Rummeliibacillus,1.12,2,255
255.2.11,Mock,Solibacillus,1.1,2,255
255.2.11,Mock,Staphylococcus,1.27,2,255
255.2.11,Mock,Streptococcaceae.Family.,0,2,255
255.2.11,Mock,Weissella,0.14,2,255
255.2.14,Mock,Acinetobacter,0.17,2,255
255.2.14,Mock,Actinomyces,0.74,2,255
255.2.14,Mock,Actinomycetales.Order.,0.19,2,255
255.2.14,Mock,Aerococcaceae(Family),0.08,2,255
255.2.14,Mock,Aerococcus,3.07,2,255
255.2.14,Mock,Allobaculum,7.51,2,255
255.2.14,Mock,Anaerococcus,12.49,2,255
255.2.14,Mock,Arcanobacterium,0.91,2,255
255.2.14,Mock,Bacteroidales_S24-7(Family),0.54,2,255
255.2.14,Mock,Chlamydia,0,2,255
255.2.14,Mock,Clostridiaceae.otu1,0.34,2,255
255.2.14,Mock,Clostridiaceae(Family),3.97,2,255
255.2.14,Mock,Corynebacterium,15.75,2,255
255.2.14,Mock,Enterococcus,0.5,2,255
255.2.14,Mock,Erysipelotrichacea_PSB-M-3,0.19,2,255
255.2.14,Mock,Escherichia,0.17,2,255
255.2.14,Mock,Facklamia,3.02,2,255
255.2.14,Mock,Helcococcus,1.68,2,255
255.2.14,Mock,Other,23.5,2,255
255.2.14,Mock,Peptococcus,1.9,2,255
255.2.14,Mock,Peptoniphilus,13.66,2,255
255.2.14,Mock,Porphyromonadaceae.Family.,0.52,2,255
255.2.14,Mock,Porphyromonas,7.47,2,255
255.2.14,Mock,Proteus,0.23,2,255
255.2.14,Mock,Ruminococcaceae.Family.,0.33,2,255
255.2.14,Mock,Rummeliibacillus,0.23,2,255
255.2.14,Mock,Solibacillus,0.25,2,255
255.2.14,Mock,Staphylococcus,0.59,2,255
255.2.14,Mock,Streptococcaceae.Family.,0.01,2,255
255.2.14,Mock,Weissella,0.05,2,255
255.2.16,Mock,Acinetobacter,0.54,2,255
255.2.16,Mock,Actinomyces,1.22,2,255
255.2.16,Mock,Actinomycetales.Order.,0.29,2,255
255.2.16,Mock,Aerococcaceae(Family),0.33,2,255
255.2.16,Mock,Aerococcus,8.13,2,255
255.2.16,Mock,Allobaculum,7.37,2,255
255.2.16,Mock,Anaerococcus,10.23,2,255
255.2.16,Mock,Arcanobacterium,1.43,2,255
255.2.16,Mock,Bacteroidales_S24-7(Family),1.03,2,255
255.2.16,Mock,Chlamydia,0,2,255
255.2.16,Mock,Clostridiaceae.otu1,0.39,2,255
255.2.16,Mock,Clostridiaceae(Family),7.02,2,255
255.2.16,Mock,Corynebacterium,25.52,2,255
255.2.16,Mock,Enterococcus,0.57,2,255
255.2.16,Mock,Erysipelotrichacea_PSB-M-3,1.14,2,255
255.2.16,Mock,Escherichia,0.1,2,255
255.2.16,Mock,Facklamia,4.45,2,255
255.2.16,Mock,Helcococcus,1.15,2,255
255.2.16,Mock,Other,8.3,2,255
255.2.16,Mock,Peptococcus,0.9,2,255
255.2.16,Mock,Peptoniphilus,9.85,2,255
255.2.16,Mock,Porphyromonadaceae.Family.,0.79,2,255
255.2.16,Mock,Porphyromonas,6.16,2,255
255.2.16,Mock,Proteus,0.14,2,255
255.2.16,Mock,Ruminococcaceae.Family.,0.4,2,255
255.2.16,Mock,Rummeliibacillus,0.65,2,255
255.2.16,Mock,Solibacillus,0.46,2,255
255.2.16,Mock,Staphylococcus,1.39,2,255
255.2.16,Mock,Streptococcaceae.Family.,0,2,255
255.2.16,Mock,Weissella,0.04,2,255
