Sample_ID,Experimental_group,taxa,RA,cycle,animal
259.1.08,Non-infected,Anaerococcus,6.61,1,259
259.1.08,Non-infected,Arcanobacterium,1.91,1,259
259.1.08,Non-infected,Bacteroidales_S24-7(Family),0.09,1,259
259.1.08,Non-infected,Chlamydia,0,1,259
259.1.08,Non-infected,Clostridiaceae.otu1,1.17,1,259
259.1.08,Non-infected,Clostridiaceae(Family),17.75,1,259
259.1.08,Non-infected,Corynebacterium,29.92,1,259
259.1.08,Non-infected,Enterococcus,0.19,1,259
259.1.08,Non-infected,Erysipelotrichacea_PSB-M-3,1.17,1,259
259.1.08,Non-infected,Escherichia,0.01,1,259
259.1.08,Non-infected,Facklamia,5.79,1,259
259.1.08,Non-infected,Helcococcus,0.45,1,259
259.1.08,Non-infected,Other,7.7,1,259
259.1.08,Non-infected,Peptococcus,0.4,1,259
259.1.08,Non-infected,Peptoniphilus,5.08,1,259
259.1.08,Non-infected,Porphyromonadaceae.Family.,0.99,1,259
259.1.08,Non-infected,Porphyromonas,6.36,1,259
259.1.08,Non-infected,Proteus,0.01,1,259
259.1.08,Non-infected,Ruminococcaceae.Family.,0.08,1,259
259.1.08,Non-infected,Rummeliibacillus,0.01,1,259
259.1.08,Non-infected,Solibacillus,0.13,1,259
259.1.08,Non-infected,Staphylococcus,0.45,1,259
259.1.08,Non-infected,Streptococcaceae.Family.,0,1,259
259.1.08,Non-infected,Weissella,0.01,1,259
259.1.11,Non-infected,Acinetobacter,0.1,1,259
259.1.11,Non-infected,Actinomyces,1.81,1,259
259.1.11,Non-infected,Actinomycetales.Order.,0.14,1,259
259.1.11,Non-infected,Aerococcaceae(Family),4.72,1,259
259.1.11,Non-infected,Aerococcus,0.83,1,259
259.1.11,Non-infected,Allobaculum,3,1,259
259.1.11,Non-infected,Anaerococcus,3.67,1,259
259.1.11,Non-infected,Arcanobacterium,1.72,1,259
259.1.11,Non-infected,Bacteroidales_S24-7(Family),0.14,1,259
259.1.11,Non-infected,Chlamydia,0,1,259
259.1.11,Non-infected,Clostridiaceae.otu1,0.74,1,259
259.1.11,Non-infected,Clostridiaceae(Family),9.34,1,259
259.1.11,Non-infected,Corynebacterium,49.63,1,259
259.1.11,Non-infected,Enterococcus,0.21,1,259
259.1.11,Non-infected,Erysipelotrichacea_PSB-M-3,0.38,1,259
259.1.11,Non-infected,Escherichia,0,1,259
259.1.11,Non-infected,Facklamia,5.12,1,259
259.1.11,Non-infected,Helcococcus,0.21,1,259
259.1.11,Non-infected,Other,7.1,1,259
259.1.11,Non-infected,Peptococcus,0.2,1,259
259.1.11,Non-infected,Peptoniphilus,9.39,1,259
259.1.11,Non-infected,Porphyromonadaceae.Family.,0.6,1,259
259.1.11,Non-infected,Porphyromonas,0.48,1,259
259.1.11,Non-infected,Proteus,0,1,259
259.1.11,Non-infected,Ruminococcaceae.Family.,0.12,1,259
259.1.11,Non-infected,Rummeliibacillus,0.07,1,259
259.1.11,Non-infected,Solibacillus,0.05,1,259
259.1.11,Non-infected,Staphylococcus,0.17,1,259
259.1.11,Non-infected,Streptococcaceae.Family.,0,1,259
259.1.11,Non-infected,Weissella,0.07,1,259
259.1.14,Non-infected,Acinetobacter,0.14,1,259
259.1.14,Non-infected,Actinomyces,6.45,1,259
259.1.14,Non-infected,Actinomycetales.Order.,0.3,1,259
259.1.14,Non-infected,Aerococcaceae(Family),4,1,259
259.1.14,Non-infected,Aerococcus,1.05,1,259
259.1.14,Non-infected,Allobaculum,1.1,1,259
259.1.14,Non-infected,Anaerococcus,13.84,1,259
259.1.14,Non-infected,Arcanobacterium,4.91,1,259
259.1.14,Non-infected,Bacteroidales_S24-7(Family),0.06,1,259
259.1.14,Non-infected,Chlamydia,0,1,259
259.1.14,Non-infected,Clostridiaceae.otu1,2.18,1,259
259.1.14,Non-infected,Clostridiaceae(Family),24.62,1,259
259.1.14,Non-infected,Corynebacterium,8.83,1,259
259.1.14,Non-infected,Enterococcus,0.43,1,259
259.1.14,Non-infected,Erysipelotrichacea_PSB-M-3,0.92,1,259
259.1.14,Non-infected,Escherichia,0,1,259
259.1.14,Non-infected,Facklamia,4.42,1,259
259.1.14,Non-infected,Helcococcus,0.81,1,259
259.1.14,Non-infected,Other,5.4,1,259
259.1.14,Non-infected,Peptococcus,0.5,1,259
259.1.14,Non-infected,Peptoniphilus,11.61,1,259
259.1.14,Non-infected,Porphyromonadaceae.Family.,1.94,1,259
259.1.14,Non-infected,Porphyromonas,5.48,1,259
259.1.14,Non-infected,Proteus,0.02,1,259
259.1.14,Non-infected,Ruminococcaceae.Family.,0.1,1,259
259.1.14,Non-infected,Rummeliibacillus,0.06,1,259
259.1.14,Non-infected,Solibacillus,0.11,1,259
259.1.14,Non-infected,Staphylococcus,0.64,1,259
259.1.14,Non-infected,Streptococcaceae.Family.,0.03,1,259
259.1.14,Non-infected,Weissella,0.05,1,259
259.1.16,Non-infected,Acinetobacter,1.32,1,259
259.1.16,Non-infected,Actinomyces,1.94,1,259
259.1.16,Non-infected,Actinomycetales.Order.,0.72,1,259
259.1.16,Non-infected,Aerococcaceae(Family),0.2,1,259
259.1.16,Non-infected,Aerococcus,6.98,1,259
259.1.16,Non-infected,Allobaculum,3.01,1,259
259.1.16,Non-infected,Anaerococcus,7.75,1,259
259.1.16,Non-infected,Arcanobacterium,2.06,1,259
259.1.16,Non-infected,Bacteroidales_S24-7(Family),0.22,1,259
259.1.16,Non-infected,Chlamydia,0,1,259
259.1.16,Non-infected,Clostridiaceae.otu1,0.47,1,259
259.1.16,Non-infected,Clostridiaceae(Family),9.58,1,259
259.1.16,Non-infected,Corynebacterium,27.27,1,259
259.1.16,Non-infected,Enterococcus,2.39,1,259
259.1.16,Non-infected,Erysipelotrichacea_PSB-M-3,0.29,1,259
259.1.16,Non-infected,Escherichia,0,1,259
259.1.16,Non-infected,Facklamia,4.36,1,259
259.1.16,Non-infected,Helcococcus,0.99,1,259
259.1.16,Non-infected,Other,5.7,1,259
259.1.16,Non-infected,Peptococcus,0.7,1,259
259.1.16,Non-infected,Peptoniphilus,13.42,1,259
259.1.16,Non-infected,Porphyromonadaceae.Family.,0.49,1,259
259.1.16,Non-infected,Porphyromonas,6.92,1,259
259.1.16,Non-infected,Proteus,0.05,1,259
259.1.16,Non-infected,Ruminococcaceae.Family.,0.17,1,259
259.1.16,Non-infected,Rummeliibacillus,0.11,1,259
259.1.16,Non-infected,Solibacillus,0.47,1,259
259.1.16,Non-infected,Staphylococcus,2.1,1,259
259.1.16,Non-infected,Streptococcaceae.Family.,0,1,259
259.1.16,Non-infected,Weissella,0.31,1,259
259.2.02,Non-infected,Acinetobacter,0.64,2,259
259.2.02,Non-infected,Actinomyces,3.96,2,259
259.2.02,Non-infected,Actinomycetales.Order.,0.87,2,259
259.2.02,Non-infected,Aerococcaceae(Family),8.12,2,259
259.2.02,Non-infected,Aerococcus,3.57,2,259
259.2.02,Non-infected,Allobaculum,0.93,2,259
259.2.02,Non-infected,Anaerococcus,12.98,2,259
259.2.02,Non-infected,Arcanobacterium,4.29,2,259
259.2.02,Non-infected,Bacteroidales_S24-7(Family),0.21,2,259
259.2.02,Non-infected,Chlamydia,0,2,259
259.2.02,Non-infected,Clostridiaceae.otu1,2.42,2,259
259.2.02,Non-infected,Clostridiaceae(Family),16.74,2,259
259.2.02,Non-infected,Corynebacterium,12.03,2,259
259.2.02,Non-infected,Enterococcus,0.21,2,259
259.2.02,Non-infected,Erysipelotrichacea_PSB-M-3,2.39,2,259
259.2.02,Non-infected,Escherichia,0.03,2,259
259.2.02,Non-infected,Facklamia,5.58,2,259
259.2.02,Non-infected,Helcococcus,1.93,2,259
259.2.02,Non-infected,Other,12.7,2,259
259.2.02,Non-infected,Peptococcus,0.3,2,259
259.2.02,Non-infected,Peptoniphilus,4.45,2,259
259.2.02,Non-infected,Porphyromonadaceae.Family.,1.41,2,259
259.2.02,Non-infected,Porphyromonas,2.93,2,259
259.2.02,Non-infected,Proteus,0.44,2,259
259.2.02,Non-infected,Ruminococcaceae.Family.,0.15,2,259
259.2.02,Non-infected,Rummeliibacillus,0.26,2,259
259.2.02,Non-infected,Solibacillus,0.13,2,259
259.2.02,Non-infected,Staphylococcus,0.33,2,259
259.2.02,Non-infected,Streptococcaceae.Family.,0.03,2,259
259.2.02,Non-infected,Weissella,0,2,259
259.2.05,Non-infected,Acinetobacter,0.32,2,259
259.2.05,Non-infected,Actinomyces,2.97,2,259
259.2.05,Non-infected,Actinomycetales.Order.,0.27,2,259
259.2.05,Non-infected,Aerococcaceae(Family),6.27,2,259
259.2.05,Non-infected,Aerococcus,8.04,2,259
259.2.05,Non-infected,Allobaculum,3.55,2,259
259.2.05,Non-infected,Anaerococcus,7.41,2,259
259.2.05,Non-infected,Arcanobacterium,3.69,2,259
259.2.05,Non-infected,Bacteroidales_S24-7(Family),0.72,2,259
259.2.05,Non-infected,Chlamydia,0,2,259
259.2.05,Non-infected,Clostridiaceae.otu1,1.25,2,259
259.2.05,Non-infected,Clostridiaceae(Family),15.43,2,259
259.2.05,Non-infected,Corynebacterium,20.83,2,259
259.2.05,Non-infected,Enterococcus,0.93,2,259
259.2.05,Non-infected,Erysipelotrichacea_PSB-M-3,0.59,2,259
259.2.05,Non-infected,Escherichia,0,2,259
259.2.05,Non-infected,Facklamia,6.74,2,259
259.2.05,Non-infected,Helcococcus,0.76,2,259
259.2.05,Non-infected,Other,7.2,2,259
259.2.05,Non-infected,Peptococcus,0.6,2,259
259.2.05,Non-infected,Peptoniphilus,7.43,2,259
259.2.05,Non-infected,Porphyromonadaceae.Family.,0.7,2,259
259.2.05,Non-infected,Porphyromonas,0.7,2,259
259.2.05,Non-infected,Proteus,0.02,2,259
259.2.05,Non-infected,Ruminococcaceae.Family.,0.14,2,259
259.2.05,Non-infected,Rummeliibacillus,1.53,2,259
259.2.05,Non-infected,Solibacillus,0.24,2,259
259.2.05,Non-infected,Staphylococcus,1.56,2,259
259.2.05,Non-infected,Streptococcaceae.Family.,0.03,2,259
259.2.05,Non-infected,Weissella,0.03,2,259
259.2.08,Non-infected,Acinetobacter,0.02,2,259
259.2.08,Non-infected,Actinomyces,2.79,2,259
259.2.08,Non-infected,Actinomycetales.Order.,0.34,2,259
259.2.08,Non-infected,Aerococcaceae(Family),2.09,2,259
259.2.08,Non-infected,Aerococcus,1.61,2,259
259.2.08,Non-infected,Allobaculum,2.23,2,259
259.2.08,Non-infected,Anaerococcus,12.82,2,259
259.2.08,Non-infected,Arcanobacterium,2.62,2,259
259.2.08,Non-infected,Bacteroidales_S24-7(Family),0.22,2,259
259.2.08,Non-infected,Chlamydia,0,2,259
259.2.08,Non-infected,Clostridiaceae.otu1,1.59,2,259
259.2.08,Non-infected,Clostridiaceae(Family),32.28,2,259
259.2.08,Non-infected,Corynebacterium,7.61,2,259
259.2.08,Non-infected,Enterococcus,0.09,2,259
259.2.08,Non-infected,Erysipelotrichacea_PSB-M-3,0.44,2,259
259.2.08,Non-infected,Escherichia,0.01,2,259
259.2.08,Non-infected,Facklamia,3.86,2,259
259.2.08,Non-infected,Helcococcus,1.56,2,259
259.2.08,Non-infected,Other,5.3,2,259
259.2.08,Non-infected,Peptococcus,0.9,2,259
259.2.08,Non-infected,Peptoniphilus,10.43,2,259
259.2.08,Non-infected,Porphyromonadaceae.Family.,1.9,2,259
259.2.08,Non-infected,Porphyromonas,8.6,2,259
259.2.08,Non-infected,Proteus,0.15,2,259
259.2.08,Non-infected,Ruminococcaceae.Family.,0.14,2,259
259.2.08,Non-infected,Rummeliibacillus,0.09,2,259
259.2.08,Non-infected,Solibacillus,0.04,2,259
259.2.08,Non-infected,Staphylococcus,0.31,2,259
259.2.08,Non-infected,Streptococcaceae.Family.,0,2,259
259.2.08,Non-infected,Weissella,0,2,259
259.2.11,Non-infected,Acinetobacter,0.41,2,259
259.2.11,Non-infected,Actinomyces,1.32,2,259
259.2.11,Non-infected,Actinomycetales.Order.,0.21,2,259
259.2.11,Non-infected,Aerococcaceae(Family),2.31,2,259
259.2.11,Non-infected,Aerococcus,13.83,2,259
259.2.11,Non-infected,Allobaculum,14.94,2,259
259.2.11,Non-infected,Anaerococcus,4.95,2,259
259.2.11,Non-infected,Arcanobacterium,0.91,2,259
259.2.11,Non-infected,Bacteroidales_S24-7(Family),0.95,2,259
259.2.11,Non-infected,Chlamydia,0,2,259
259.2.11,Non-infected,Clostridiaceae.otu1,0.33,2,259
259.2.11,Non-infected,Clostridiaceae(Family),9.86,2,259
259.2.11,Non-infected,Corynebacterium,12.75,2,259
259.2.11,Non-infected,Enterococcus,0.08,2,259
259.2.11,Non-infected,Erysipelotrichacea_PSB-M-3,0.21,2,259
259.2.11,Non-infected,Escherichia,0,2,259
259.2.11,Non-infected,Facklamia,5.49,2,259
259.2.11,Non-infected,Helcococcus,1.44,2,259
259.2.11,Non-infected,Other,10.2,2,259
259.2.11,Non-infected,Peptococcus,0.8,2,259
259.2.11,Non-infected,Peptoniphilus,5.98,2,259
259.2.11,Non-infected,Porphyromonadaceae.Family.,0.91,2,259
259.2.11,Non-infected,Porphyromonas,4.54,2,259
259.2.11,Non-infected,Proteus,0.08,2,259
259.2.11,Non-infected,Ruminococcaceae.Family.,2.35,2,259
259.2.11,Non-infected,Rummeliibacillus,1.11,2,259
259.2.11,Non-infected,Solibacillus,2.48,2,259
259.2.11,Non-infected,Staphylococcus,1.11,2,259
259.2.11,Non-infected,Streptococcaceae.Family.,0.08,2,259
259.2.11,Non-infected,Weissella,0.33,2,259
259.2.14,Non-infected,Acinetobacter,0.43,2,259
259.2.14,Non-infected,Actinomyces,1.32,2,259
259.2.14,Non-infected,Actinomycetales.Order.,0.3,2,259
259.2.14,Non-infected,Aerococcaceae(Family),6.45,2,259
259.2.14,Non-infected,Aerococcus,5.38,2,259
259.2.14,Non-infected,Allobaculum,5.04,2,259
259.2.14,Non-infected,Anaerococcus,15.21,2,259
259.2.14,Non-infected,Arcanobacterium,1.32,2,259
259.2.14,Non-infected,Bacteroidales_S24-7(Family),0.43,2,259
259.2.14,Non-infected,Chlamydia,0,2,259
259.2.14,Non-infected,Clostridiaceae.otu1,0.98,2,259
259.2.14,Non-infected,Clostridiaceae(Family),6.37,2,259
259.2.14,Non-infected,Corynebacterium,20.68,2,259
259.2.14,Non-infected,Enterococcus,1.41,2,259
259.2.14,Non-infected,Erysipelotrichacea_PSB-M-3,2.44,2,259
259.2.14,Non-infected,Escherichia,0,2,259
259.2.14,Non-infected,Facklamia,4.83,2,259
259.2.14,Non-infected,Helcococcus,1.24,2,259
259.2.14,Non-infected,Other,7.7,2,259
259.2.14,Non-infected,Peptococcus,0.3,2,259
259.2.14,Non-infected,Peptoniphilus,6.28,2,259
259.2.14,Non-infected,Porphyromonadaceae.Family.,0.51,2,259
259.2.14,Non-infected,Porphyromonas,1.24,2,259
259.2.14,Non-infected,Proteus,6.67,2,259
259.2.14,Non-infected,Ruminococcaceae.Family.,0.26,2,259
259.2.14,Non-infected,Rummeliibacillus,0.26,2,259
259.2.14,Non-infected,Solibacillus,0.17,2,259
259.2.14,Non-infected,Staphylococcus,2.61,2,259
259.2.14,Non-infected,Streptococcaceae.Family.,0.13,2,259
259.2.14,Non-infected,Weissella,0.09,2,259
259.2.16,Non-infected,Acinetobacter,0.58,2,259
259.2.16,Non-infected,Actinomyces,1.78,2,259
259.2.16,Non-infected,Actinomycetales.Order.,0.68,2,259
259.2.16,Non-infected,Aerococcaceae(Family),6.03,2,259
259.2.16,Non-infected,Aerococcus,2.92,2,259
259.2.16,Non-infected,Allobaculum,5.25,2,259
259.2.16,Non-infected,Anaerococcus,10.69,2,259
259.2.16,Non-infected,Arcanobacterium,2.5,2,259
259.2.16,Non-infected,Bacteroidales_S24-7(Family),0.39,2,259
259.2.16,Non-infected,Chlamydia,0,2,259
259.2.16,Non-infected,Clostridiaceae.otu1,1.04,2,259
259.2.16,Non-infected,Clostridiaceae(Family),5.99,2,259
259.2.16,Non-infected,Corynebacterium,19.86,2,259
259.2.16,Non-infected,Enterococcus,0.26,2,259
259.2.16,Non-infected,Erysipelotrichacea_PSB-M-3,1.81,2,259
259.2.16,Non-infected,Escherichia,0.16,2,259
259.2.16,Non-infected,Facklamia,6.45,2,259
259.2.16,Non-infected,Helcococcus,2.01,2,259
259.2.16,Non-infected,Other,16.8,2,259
259.2.16,Non-infected,Peptococcus,0.4,2,259
259.2.16,Non-infected,Peptoniphilus,8.3,2,259
259.2.16,Non-infected,Porphyromonadaceae.Family.,0.29,2,259
259.2.16,Non-infected,Porphyromonas,1.91,2,259
259.2.16,Non-infected,Proteus,0.94,2,259
259.2.16,Non-infected,Ruminococcaceae.Family.,0.23,2,259
259.2.16,Non-infected,Rummeliibacillus,0.36,2,259
259.2.16,Non-infected,Solibacillus,0.26,2,259
259.2.16,Non-infected,Staphylococcus,1.98,2,259
259.2.16,Non-infected,Streptococcaceae.Family.,0.06,2,259
259.2.16,Non-infected,Weissella,0.03,2,259
